ID	Year	Title	Singer	Lyric
943	1991	꿈에서 본 거리	푸른하늘	아침에 문득 눈을 떠보니 낯설게 보이는 모든게 내주위에 가득차 일어나 다시 살펴 보았더니 오래된 내 작은방 어젯밤 꿈에 나는 보았지 하얗게 뻗어나가 있는 길옆에 그거리를 언제나 가슴으로 그리던 곳을 난 꿈 을 타고 찾아낸거야 빠알간 벽돌 길모퉁이에서 난 플라타나스 바라보면서 웃음이 아닌 다른 건 모두 잊은채 아무 생각 없이 앉아 있었지 어지럽던 내사랑도 이제는 하늘 저멀리 구름 위로 날려 버린채 숨가쁜 생활을 벗어날수있는 그곳은 내 꿈에서 본 거리일거야 빠알간 벽돌 길모퉁이에서 난 플라타나스 바라보면서 웃음이 아닌 다른 건 모두 잊은채 아무 생각 없이 앉아 있었지 어지럽던 내 사랑도 이제는 하늘 저멀리 구름 위로 날려 버린채 숨가쁜 생활을 벗어날수있는 그곳은 내 꿈에서 본 거리일거야 어지럽던 내사랑도 이제는 하늘 저멀리 구름 위로 날려 버린채 숨가쁜 생활을 벗어날 수 있는 그곳은 내 꿈에서 본 거리일거야 펼치기
944	1991	흩어진 나날들	강수지	아무일 없이 흔들리듯 거리를 서성이지 우연히 널 만날 수 있을까 견딜 수가 없는 날 붙들고 울고 싶어 어두운 마음에 불을 켠 듯한 이름 하나 이젠 무너져 버린거야 힘겨운 나날들 그래 이제 우리는 스치고 지나가는 사람들처럼 그렇게 모른 채 살아가야지 아무런 상관없는 그런 사람들에겐 이별이란 없을 테니까 어두운 마음에 불을 켠 듯한 이름 하나 이젠 무너져 버린거야 힘겨운 나날들 그래 이제 우리는 스치고 지나가는 사람들처럼 그렇게 모른 채 살아가야지 아무런 상관없는 그런 사람들에겐 이별이란 없을 테니까 그래 이제 우리는 스치고 지나가는 사람들처럼 그렇게 모른 채 살아가야지 아무런 상관없는 그런 사람들에겐 이별이란 없을 테니까 펼치기
945	1991	삐에로는 우릴 보고 웃지	김완선	빨간 모자를 눌러쓴 난 항상 웃음 간직한 삐에로 파란 웃음 뒤에는 아무도 모르는 눈물 초라한 날보며 웃어도 난 내 모습이 너무 아름다워 모두들 검은 넥타이 아무 말도 못하는 걸 사람들은 모두 춤추며 웃지만 나는 그런 웃음 싫어 술 마시며 사랑 찾는 시간 속에 우리는 진실을 잊고 살잖아 난 차라리 웃고 있는 삐에로가 좋아 난 차라리 슬픔 아는 삐에로가 좋아 초라한 날 보며 웃어도 난 내 모습이 너무 아름다워 모두들 검은 넥타이 아무 말도 못하는 걸 사람들은 모두 춤추며 웃지만 나는 그런 웃음 싫어 술 마시며 사랑 찾는 시간 속에 우리는 진실을 잊고 살잖아 난 차라리 웃고 있는 삐에로가 좋아 난 차라리 슬픔 아는 삐에로가 좋아 난 차라리 웃고 있는 삐에로가 좋아 펼치기
946	1991	김성호의 회상	김성호	바람이 몹시 불던 날이었지 그녀는 조그만 손을 흔들고 어색한 미소를 지으면서 너의 눈을 보았지 으흠 하지만 붙잡을 수는 없었어 지금은 후회를 하고 있지만 멀어져가는 뒷모습 보면서 두려움도 느꼈지 으흠 나는 가슴 아팠어 때로는 눈물도 흘렸지 이제는 혼자라고 느낄때 보고싶은 마음 한이 없지만 찢어진 사진 한장 남지 않았네 그녀는 울면서 갔지만 내 맘도 편하지는 않았어 그때는 너무나 어렸었기에 그녀의 소중함을 알지 못했네 그렇게 나쁘진 않았어 그녀와 함께 했던 시간들은 한 두번 원망도 했었지만 좋은 사람이었어 으흠 하지만 꼭 그렇진 않아 너무 내 맘을 아프게 했지 서로 말없이 걷기도 했지만 좋은 기억이었어 으흠 너무 아쉬웠었어 때로는 눈물도 흘렸지 이제는 혼자라고 느낄때 보고싶은 마음 한이 없지만 찢어진 사진 한장 남지 않았네 그녀는 울면서 갔지만 내 맘도 편하지는 않았어 그때는 너무나 어렸었기에 그녀의 소중함을 알지 못했네 때로는 눈물도 흘렸지 이제는 혼자라고 느낄때 보고싶은 마음 한이 없지만 찢어진 사진 한장 남지 않았네 그녀는 울면서 갔지만 내 맘도 편하지는 않았어 그때는 너무나 어렸었기에 그녀의 소중함을 알지 못했네 펼치기
947	1991	이별의 그늘	윤상	문득 돌아보면 같은 자리지만 난 아주 먼길을 떠난 듯 했어 만날 순 없었지 한번 어긋난 후 나의 기억에서만 살아있는 먼 그대 난 끝내 익숙해지겠지 그저 쉽게 잊고 사는 걸 또 함께 나눈 모든 것도 그만큼의 허전함일 뿐 덧없이 흘러가는 시간 속에서 어떤 만남을 준비 할까 하지만 기억 해줘 지난 얘기와 이별 후에 비로소 눈 뜬 나의 사랑을 난 끝내 익숙해지겠지 그저 쉽게 잊고 사는 걸 또 함께 나눈 모든 것도 그만큼의 허전함일 뿐 덧없이 흘러가는 시간 속에서 어떤 만남을 준비 할까 하지만 기억 해줘 지난 얘기와 이별 후에 비로소 눈 뜬 나의 사랑을 펼치기
948	1991	외롭지만 혼자 걸을 수 있어	봄여름가을겨울	많은 사람들속에 슬픈 얼굴 하나 없어 다가서서 말을 붙이곤해도 모두 바쁜듯이 제 갈길만가네 홀로 길을 걸을때는 좋은 친구가 필요해 다정스레 얘길 나눈다해도 모두 좋은친구 일수 없는거야 웃음띠며 바라보는 그런 느낌 느끼고파 미소지며 다가오는 따스함이 이젠 없어 그래 외롭지만 혼자 걸을수있어 ,, 펼치기
949	1991	이젠	이상우	두근거리는 가슴을 달래며 그대곁에 다가섰지만 말없이 바라보는 그대 차가운 눈에 그만 울고 말았어 뒤돌아 서면 잊으려 했지만 그땐 다시 그리워지네 지난 날에 시간이 내겐 너무 소중해 그댈 잊을 수 없어 온 세상이 어둠에 묻히어도 따뜻한 그대 모습 떠올라 지난 이별도 마지막 그 눈빛도 내겐 사랑이였어요 멀리 있어도 떠나버려도 이젠 눈물 흘리지 않아 만남과 이별은 늘 함께한다는 너의 말을 이젠 알수 있어요 멀리 있어도 떠나버려도 이젠 슬퍼 하지 않아요 사랑은 언제나 짧은 여행이지만 그 추억은 영원한 꿈인것을 온 세상이 어둠에 묻히어도 따뜻한 그대 모습 떠올라 지난 이별도 마지막 그 눈빛도 내겐 사랑이였어요 멀리 있어도 떠나버려도 이젠 눈물 흘리지 않아 만남과 이별은 늘 함께한다는 너의 말을 이젠 알수 있어요 멀리 있어도 떠나버려도 이젠 슬퍼 하지 않아요 사랑은 언제나 짧은 여행이지만 그 추억은 영원한 꿈인것을 멀리 있어도 떠나버려도 이젠 슬퍼 하지 않아요 사랑은 언제나 짧은 여행이지만 그 추억은 영원한 꿈인것을 펼치기
950	1991	내 마음 깊은 곳의 너	신해철	너에게 전화를 하려다 수화기를 놓았네 잠시 잊고 있었나봐 이미 그곳에는 넌 있지 않은걸 내 마음 깊은 곳에 너 마지막 작별의 순간을 너의 눈속에 담긴 내게 듣고 싶어한 그 말을 난 알고 있었어 말하진 못했지 내 마음 깊은 곳에 너 너에게 내 불안한 미래를 함께 하자고 말하긴 미안했기에 내게로 돌아올 너를 또다시 혼자이게 하지는 않을꺼야 내 품에 안기어 눈을 감을땐 널 지켜줄꺼야 언제까지나 너를 기다려 내 마음 깊은 곳에 너 만남의 기쁨도 헤어짐의 슬픔도 긴 시간을 스쳐가는 순간인것을 영원히 함께할 내일을 생각하며 안타까운 기다림도 기쁨이 되어 너에게 내 불안한 미래를 함께 하자고 말하긴 미안했기에 내게로 돌아올 너를 또다시 혼자이게 하지는 않을꺼야 내 품에 안기어 눈을 감을땐 널 지켜줄꺼야 언제까지나 너를 기다려 내 마음 깊은 곳에 너 만남의 기쁨도 헤어짐의 슬픔도 긴 시간을 스쳐가는 순간인것을 영원히 함께할 내일을 생각하며 안타까운 기다림도 기쁨이 되어 만남의 기쁨도 헤어짐의 슬픔도 긴 시간을 스쳐가는 순간인것을 영원히 함께할 내일을 생각하며 안타까운 기다림도 기쁨이 되어 펼치기
951	1991	너에게 들려주고 싶은 이야기	015B	너에게 들려 주고 싶은 이야기 너는 언제나 마음을 열지 못하고 그에게 다가서지만 그럴 필요있겠니 내가 보기엔 넌 그를 사랑하고 있는걸 너는 이게 사랑일까 의심하지만 사랑이란건 네가 생각하듯이 그렇게 어렵고 대단한게 아냐 동화속의 왕자님은 현실엔 없는거야 오늘도 그는 웃으며 너를 사랑한다고 말을 했겠지 넌 그에게 친구로서 좋아하지만 그게 사랑인지는 모르겠다 했겠지 하지만 잘 생각해봐 너는 사랑을 받기만을 즐기며 주는 것을 자존심 상해하는 이기적인 생각을 가졌을 뿐이야 소중한건 언제나 소중한건 언제나 네곁에 있는거야 네곁에 있는거야 이제는 마음을 열어봐 이제는 그의 품에 이제는 그의 품에 안겨서 쉬는 거야 안겨서 쉬는 거야 제발 고민하지마 더 좋은 남잘 만날 수 있을 것 같아서 그렇게 망설이니 그러면 그는 이 세상에서 너보다 더 좋은 여자가 없을 것 같아 너를 사랑하겠니 시간이 흐르면 더 편한 안식처를 찾을 수 있을 것 같겠 지만 결국은 그렇지 못하고 과거에 너를 지켜주던 그늘이 그리워질걸 너는 하루종일 그의 생각을 하다가도 전화가 오면 하루 종일 너무 바빠 그의 생각을 할 틈이 없었다 얘기하겠지 그가 만나자 하면 너는 아주 약속이 많은 바쁜 사람인양 얘기를 하지 기껏해야 카페에서 친구들이랑 수다 떠는 일이 다일텐데 이제는 네가 그를 그렇게도 너를 사랑하는 사람을 감싸줘야만해 가슴을 아프게 해야만 너의 부질없는 자존심이 세워지니 사랑에는 자존심이 없는거야 그를 위해 네 마음의 그를 위해 네 마음의 한구석을 단장해봐 한구석을 단장해봐 현재의 그에게 충실해봐 펼치기
952	1991	너를 향한 마음	이승환	너를 향한 마음은 언제나 변함없어 이제는 모든 것이 달라졌다 하여도 언젠가는 한번쯤 너를 기억할거야 초라한 모습만 남게 되겠지 한번쯤 우연히 만날 것도 같은데 닮은 사람 하나 보지 못했어 영화속에서나 일어나는 일일까 저 골목을 돌면 만나지려나 언제라도 내게 돌아오기를 바보처럼 기다리는 어리석은 나의 모습을 그댄 짐작조차 할 순 없겠지 하지만 그댄 언젠가 이런 나의 마음 알지도 몰라 한번쯤 우연히 만날 것도 같은데 닮은 사람 하나 보지 못했어 영화속에서나 일어나는 일일까 저 골목을 돌면 만나지려나 언제라도 내게 돌아오기를 바보처럼 기다리는 어리석은 나의 모습을 그댄 짐작조차 할 순 없겠지 하지만 그댄 언젠가 이런 나의 마음 알지도 몰라 닿을 수 없었던 나의 마음을 더는 내 것 일수 없는 너를 향한 나의 마음을 그댄 짐작조차 할 순 없겠지 하지만 그댄 언젠가 이런 나의 마음 알지도 몰라 펼치기
953	1991	너를 사랑하고도	전유나	너를 사랑하고도 늘 외로운 나는 가눌 수 없는 슬픔에 목이 메이고 어두운 방구석에 꼬마인형처럼 멍한 눈 들어 창 밖을 바라만 보네 너를 처음 보았던 그 느낌 그대로 내 가슴속에 머물길 원했었지만 서로 다른 사랑을 꿈꾸었었기에 난 너의 마음 가까이 갈수 없었네 저 산하 늘 노을은 항상 나의 창에 붉은 입술을 부딪쳐서 검게 멍들고 멀어지는 그대와 나의 슬픈 사랑은 초라한 모습 감추며 돌아서는데 이젠 더이상 슬픔은 없어 너의 마음을 이제 난 알아 사랑했다는 그말 난 싫어 마지막 까지 웃음을 보여줘 저 산하늘 노을은 항상 나의 창에 붉은 입술을 부딪혀서 검게 멍들고 멀어지는 그대와 나의 슬픈 사랑은 초라한 모습 감추며 돌아서는데 이젠 더이상 슬픔은 없어 너의 마음을 이제 난 알아 사랑했다는 그말 난 싫어 마지막 까지 웃음을 보여줘 이젠 더이상 슬픔은 없어 너의 마음을 이제 난 알아 사랑했다는 그말 난 싫어 마지막 까지 웃음을 보여줘 펼치기
954	1991	미소 속에 비친 그대	신승훈	너는 장미보다 아름답진 않지만 그보다 더 진한 향기가 너는 별빛보다 환하지 않지만 그보다 더 따사로와 탁자위에 놓인 너의 사진을 보며 슬픈 목소리로 불러 보지만 아무 말도 없는 그댄 나만을 바라보며 변함없는 미소를 주네 내가 아는 사랑은 그댈 위한 나의 마음 그리고 그대의 미소 내가 아는 이별은 슬픔이라 생각했지 하지만 너무나 슬퍼 나는 울고 싶지 않아 다시 웃고 싶어졌지 그런 미소속에 비친 그대 모습 보면서 다시 울고 싶어지면 나는 그대를 생각하며 지난 추억에 빠져 있네 그대여 내가 아는 사랑은 그댈 위한 나의 마음 그리고 그대의 미소 내가 아는 이별은 슬픔이라 생각했지 하지만 너무나 슬퍼 나는 울고 싶지 않아 다시 웃고 싶어졌지 그런 미소 속에 비친 그대 모습 보면서 다시 울고 싶어지면 나는 그대를 생각하며 지난 추억에 빠져 있네 그대여 울고 싶지 않아 다시 웃고 싶어졌지 그런 미소속에 비친 그대 모습보면서 다시 울고 싶어지면 나는 그대를 생각하며 지난 추억에 빠져 있네 그대여 펼치기
955	1991	어떻게든 되겠지	변영태	내가 아니길 나의 슬픔이 아니길 나는 얼마나 바랬었나 나의 익숙해진 그대의 그 따스했던 손길은 이젠 나의 것이 아니네 나의 사랑도 나의 눈물마저도 모두 거짓으로 돌리리 그저 스치듯이 만났던 내 지난 날 기억으로 무심하게 넘기리 한동안 많이 힘들겠지 아픔도 끝은 있을테지 나를 떠나버린 그대도 또 버려진 나도 홀로 남겨진건 마찬가진걸 냉정하게 뒤돌아 눈 감아버린 지금 어떻게든 되겠지 한동안 많이 힘들겠지 아픔도 끝은 있을테지 나를 떠나버린 그대도 또 버려진 나도 홀로 남겨진건 마찬가진걸 냉정하게 뒤돌아 눈 감아버린 지금 어떻게든 되겠지 나를 떠나버린 그대도 또 버려진 나도 홀로 남겨진건 마찬가진걸 더디가는 시간도 이젠 어디로든 가겠지 펼치기
956	1991	텅 빈 거리에서	015B	내 곁에 머물러 줘요 말을 했지만 수많은 아픔만을 남긴 채 떠나간 그대를 잊을 수는 없어요 기나긴 세월이 흘러도 싸늘한 밤 바람속에 그대 그리워 수화기를 들어보지만 또 다시 끊어 버리는 여린 가슴을 그대 이제 알 수 있나요 유리창 사이로 비치는 초라한 모습은 오늘도 변함 없지만 오늘은 꼭 듣고만 싶어 그대의 목소리 나에게 다짐을 하며 떨리는 수화기를 들고 너를 사랑해 눈물을 흘리며 말해도 아무도 대답하지 않고 야윈 두손에 외로운 동전 두개 뿐 난 수화기를 들고 너를 사랑해 눈물을 흘리며 말해도 아무도 대답하지 않고 야윈 두손에 외로운 동전 두개 뿐 떨리는 수화기를 들고 너를 사랑해 눈물을 흘리며 말해도 아무도 대답하지 않고 야윈 두손에 외로운 동전 두개 뿐 펼치기
957	1991	날 울리지마	신승훈	내 가슴깊은 그곳에 숨겨놓은 그대와의 많은 시간들이 어둠에 묻혀 나를 찾아들면 나는 외로움에 잠못들고 내게 남아 있는 그대 인형처럼 뽀얀 먼지속에 묻어오는 나의 추억속에 이젠 멀어진 그대여 날 울리지마 슬픈 영화속의 주인공은 싫어 날 울리지마 슬픈 노래처럼 기억되긴 싫어 내곁에 맴도는 그대의 모습은 우울한 하루 이젠 그대의 미소 느껴지지않아 그 날밤 그 날처럼 날 울리지마 슬픈 영화속의 주인공은 싫어 날 울리지마 슬픈 노래처럼 기억되긴 싫어 내곁에 맴도는 그대의 모습은 우울한 하루 이젠 그대의 미소 느껴지지않아 그 날밤 그 날처럼 날 울리지마 슬픈 영화속의 주인공은 싫어 날 울리지마 슬픈 노래처럼 기억되긴 싫어 내곁에 맴도는 그대의 모습은 우울한 하루 이젠 그대의 미소 느껴지지않아 그 날밤 그 날처럼 날 울리지마 슬픈 영화속의 주인공은 싫어 날 울리지마 슬픈 노래처럼 기억되긴 싫어 펼치기
958	1991	소녀시대	이승철	날 아직 어리다고 말하던 얄미운 욕심쟁이가 오늘은 웬일인지 사랑해하며 키스해 주었네 얼굴은 빨개지고 놀란눈은 커다래지고 떨리는 내 입술은 파란 빛깔 파도 같아 너무 놀라버린 나는 아무말도 하지 못하고 화를 낼까 웃어버릴까 생각하다가 어리다고 놀리지 말아요 수줍어서 말도 못하고 어리다고 놀리지 말아요 스쳐가는 얘기 뿐인걸 날 아직 어리다고 말하던 얄미운 욕심쟁이가 오늘은 웬일인지 사랑해하며 키스해 주었네 너무 놀라버린 나는 아무말도 하지 못하고 화를 낼까 웃어버릴까 생각하다가 어리다고 놀리지 말아요 수줍어서 말도 못하고 어리다고 놀리지 말아요 스쳐가는 얘기 뿐인걸 어리다고 놀리지 말아요 수줍어서 말도 못하고 어리다고 놀리지 말아요 스쳐가는 얘기 뿐인걸 어리다고 놀리지 말아요 수줍어서 말도 못하고 펼치기
959	1991	그대가 나에게	이승철	나의 어깨를 두드리면서 한없이 먼 길을 가라했지 그길은 너무 먼곳이기에 멍하니 그대 눈만 보았어 그대가 나에게 숨겨왔던 맘 날 위해 떠나보내리라고 나 몰래 흘려 왔었던 눈물 아직도 그댈 울리고 있어 그대가 나에게 말해왔던 얘기 내게는 중요하지 않았어 이렇게 나를 떠나 보내기 위한 얘긴줄 몰랐던 거야 나의 어깨를 두드리면서 한없이 먼 길을 가라했지 그길은 너무 먼곳이기에 멍하니 그대 눈만 보았어 그대가 나에게 말해왔던 얘기 내게는 중요하지 않았어 이렇게 나를 떠나 보내기 위한 얘긴줄 몰랐던 거야 그대가 나에게 숨겨왔던 맘 날 위해 떠나 보내리라고 나 몰래 흘려 왔었던 눈물 아직도 그댈 울리고 있어 펼치기
960	1991	내사랑 내곁에 (응답하라 1988 삽입곡)	김현식	나의 모든 사랑이 떠나가는 날이 당신의 그 웃음 뒤에서 함께하는데 철이 없는 욕심에 그 많은 미련에 당신이 있는 건 아닌지 아니겠지요 시간은 멀어 집으로 향해가는데 약속했던 그대만은 올 줄을 모르고 애써 웃음지으며 돌아오는 길은 왜 그리도 낯설고 멀기만 한지 저 여린 가지 사이로 혼자인 날 느낄때 이렇게 아픈 그대 기억이 날까 내 사랑 그대 내 곁에 있어줘 이 세상 하나뿐인 오직 그대만이 힘겨운 날에 너마저 떠나면 비틀거릴 내가 안길 곳은 어디에 저 여린 가지 사이로 혼자인 날 느낄때 이렇게 아픈 그대 기억이 날까 내 사랑 그대 내 곁에 있어줘 이 세상 하나뿐인 오직 그대만이 힘겨운 날에 너마저 떠나면 비틀거릴 내가 안길 곳은 어디에 비틀거릴 내가 안길 곳은 어디에 비틀거릴 내가 안길 곳은 어디에 펼치기
961	1991	그대품에 잠들었으면	박정수	나는 그대의 빈틈이 있었으면 사랑했을 것이다, 사랑했을 것이다 어둠은 내려 않는데 음~ 그대 들려줄 한 줄 시도 못 쓰고 기억 속으로 차가운 안개비 안개비만 내린다 홑이불처럼 시각거리며 가슴조미는 그리움 쌓이고 세상에 온통 시들었어도 깊고 고요한 그대품에서 잠들었으면 잠시라도 잠들었으면... 그대 들려줄 한 줄 시도 못 쓰고 기억 속으로 차가운 안개비 안개비만 내린다 홑이불처럼 시각거리며 가슴조미는 그리움 쌓이고 세상에 온통 시들었어도 깊고 고요한 그대품에서 잠들었으면 잠시라도 잠들었으면.. 펼치기
962	1991	기다린 날도 지워질 날도	이승환	기다린 날도 지워질 날도 다 그대를 위했던 시간인데 이렇게 멀어져만 가는 그댈 느끼며 더 이상 내게 무얼 바라나 수 많은 의미도 필요친 않아 그저 웃는 그대 모습 보고 싶은데 또 언제까지 그대를 그리워해 아무런 말도 못하고 지금 떠난다면 볼 수도 없는데 그대를 사랑한단 그말을 왜 못하나 원하는 그대 앞에서 모아논 시간도 이젠 없는데 기다린 날도 지워질 날도 다 그대를 위했던 시간인걸 이렇게 멀어져만 가는 그댈 떠나나 또 언제까지 그대를 그리워해 아무런 말도 못하고 지금 떠난다면 볼 수도 없는데 그대를 사랑한단 그 말을 왜 못하나 원하는 그대 앞에서 모아논 시간도 이젠 없는데 더 이상 내게 무얼 바라나 수 많은 의미도 필요친 않아 그저 웃는 그대 모습 보고 싶은데 펼치기
963	1991	몰래한 사랑	김지애	그대여 이렇게 바람이 서글피 부는 날에는 그대여 이렇게 무화과가 익어가는 날에도 너랑 나랑 둘이서 무화과 그늘에 숨어앉아 지난날을 생각하며 이야기 하고 싶구나 몰래 사랑했던 그 여자 그리고 또 몰래 사랑했던 그 남자 지금은 지금은 어느 하늘 아래서 그 누굴 그 누굴 사랑하고 있을까 그대여 햇살이 영그는 가을날 뚝에 앉아서 그대여 이렇게 여미어진 마음 열고 싶을때는 너랑 나랑 둘이만 들을 수 있는 목소리로 네 눈물을 바라보며 이야기하고 싶구나 몰래 사랑했던 그 여자 그리고 또 몰래 사랑했던 그 남자 지금은 지금은 어느 하늘 아래서 그 누굴 그 누굴 사랑하고 있을까 그대여 이렇게 바람이 서글피 부는 날에는 그대여 이렇게 무화과가 익어가는 날에도 너랑 나랑 둘이서 무화과 그늘에 숨어앉아 지난날을 생각하며 이야기 하고 싶구나 몰래 사랑했던 그 여자 그리고 또 몰래 사랑했던 그 남자 지금은 지금은 어느 하늘 아래서 그 누굴 그 누굴 사랑하고 있을까 몰래 사랑했던 그 여자 그리고 또 몰래 사랑했던 그 남자 지금은 지금은 어느 하늘 아래서 그 누굴 그 누굴 사랑하고 있을까 펼치기
964	1991	그대가 나를 사랑하신다면	이선희	그대 정말로 나를 사랑한다면 지금처럼만 나를 사랑해주오 그대 정말로 나를 원하신다면 가슴으로만 나를 사랑해주오 그대 눈에 비친 내 모습이 하도 아파보여 그 아픔 덜어주려 내게 온다면 눈 앞에 모습 뵈지 않아 뒤돌아 서면 차츰 흐려지는 마음 내게 온다면 그대 정말로 나를 사랑한다면 그대 정말로 나를 원하신다면 그대 눈에 비친 내 모습이 하도 아파보여 그 아픔 덜어주려 내게 온다면 눈 앞에 모습 뵈지 않아 뒤돌아 서면 차츰 흐려지는 마음 내게 온다면 그대 정말로 나를 사랑한다면 지금처럼만 나를 사랑해주오 그대 정말로 나를 원하신다면 가슴으로만 나를 사랑해주오 펼치기
965	1991	그대 슬픔까지 사랑해	심신	그대 눈물같은 바람이 나의 어깨를 스치면 내 가슴속에 추억들이 하나둘 깨어나 이밤도 외로운 날지켜주네 슬픈 어둠속에 홀로 앉아있는 사람을 그대 사랑하던 기억은 아직 내곁에 있는데 그 시간들은 두번다시 올수가 없겠지 단 한번 그날이 돌아온다면 나는 말할텐데 그대 슬픔까지 사랑해 단 한번 단 한번 만이라도 가슴을 열어 나의 눈물을 너에게 보여줄수 있다면 단한번 내 사랑아 그대 떠난 시간을 돌리고 싶어라 아~~~~~~아~~~ 단 한번 단 한번 만이라도 가슴을 열어 나의 눈물을 너에게 보여줄수 있다면 단한번 내 사랑아 그대 떠난 시간을 돌리고 싶어라 아~~~~~~아~~~ 단한번 내 사랑아 그대 떠난 시간을 돌리고 싶어라 아~~~~~~아~~~ 펼치기
966	1991	화요일에 비가 내리면	박미경	그대 내 곁을 떠나는 화요일에 비가 내리면 하얀 그 빗 속에 눈물을 감추고 울어 주리라 아직 날 떠나지 않은 서글픈 추억에 젖어 가끔은 아무도 몰래 서러운 이 길을 걸으면 어두운 도시의 불 빛 보다 그리움이 먼저 다가와 그댈 기억하겠지 슬픈 화요일에 비가 내리면 아직 날 떠나지 않은 서글픈 추억에 젖어 가끔은 아무도 몰래 서러운 이 길을 걸으면 어두운 도시의 불 빛 보다 그리움이 먼저 다가와 그댈 기억하겠지 슬픈 화요일에 비가 내리면 슬픈 화요일에 비가 내리면 펼치기
967	1991	미워서 미워질때	변진섭	그늘진 나의 모습이 나조차 싫어지는데 떠나는 그대 마음은 잘못된 것이 아니지 차갑던 그대 눈빛만 되새겨 보다 보면은 미워서 미워질때가 그럴때가 오겠지 사랑했기 때문에 이별 또한 슬프지 않다고 변명하며 내 자신을 나는 속이며 돌아서네 오늘따라 바라본 밤하늘이 왜 이리 까맣게 보이는지 비라도 새삼스레 내리려 하는지 차갑던 그대 눈빛만 되새겨 보다 보면은 미워서 미워질때가 그럴때가 오겠지 사랑했기 때문에 이별 또한 슬프지 않다고 변명하며 내 자신을 나는 속이며 돌아서네 오늘따라 바라본 밤하늘이 왜 이리 까맣게 보이는지 비라도 새삼스레 내리려 하는지 그늘진 나의 모습이 나조차 싫어지는데 떠나는 그대 마음은 잘못된 것이 아니지 펼치기
968	1991	그녀를 만나는 곳 100M 전	이상우	그녀를 만나는 곳 100M 전 저기 보이는 노란 찻집 오늘은 그녈 세번째 만나는 날 마음은 그곳을 달려가고 있지만 가슴이 떨려오네 새로 산 구두가 어색해 자꾸 쇼윈도에 날 비춰봐도 멀쓱한 내 모습이 더 못 마땅한 그녀를 만나는 곳 100m전 장미꽃 한송이를 안겨줄까 무슨말을 어떻게 할까 머리속에 가득한 그녀 모습이 조금씩 내게 다가오는 것 같아 하늘에 구름이 솜사탕이 아닐까 어디 한번 뛰어 올라 볼까 오늘은 그녀에게 고백을 해야지 용기를 내야지 벌써 날 기다리진 않을까 아직 15분이나 남았는데 어제밤에 맞춰 논 내 시계 바늘이 잠든게 아닐까 살살 넘겨빗은 머리가 바람에 날려 흩어지진 않을까 오늘따라 이 길이 더 멀어보이네 그녀를 만나는 곳 100m전 장미꽃 한송이를 안겨줄까 무슨말을 어떻게 할까 머리속에 가득한 그녀 모습이 조금씩 내게 다가오는 것 같아 하늘에 구름이 솜사탕이 아닐까 어디 한번 뛰어 올라 볼까 오늘은 그녀에게 고백을 해야지 용기를 내야지 나나나 나나 나나나나 나나 나나나 나나 나나나나 나나 머리속에 가득한 그녀 모습이 조금씩 내게 다가오는 것 같아 하늘에 구름이 솜사탕이 아닐까 어디 한번 뛰어 올라 볼까 오늘은 그녀에게 고백을 해야지 용기를 내야지 용기를 내야지 펼치기
969	1991	추억의 책장을 넘기면	이선희	가물거리는 추억의 책장을 넘기면 오 끝내 이루지 못한 아쉬움과 초라한 속죄가 옛 이야기처럼 뿌연 창틀에 먼지처럼 오 가슴에 쌓이네 이젠 멀어진 그대 미소처럼 비바람이 없어도 봄은 오고 여름은 가고 오 그대여 눈물이 없어도 꽃은 피고 낙엽은 지네 오 내 남은 그리움 세월에 띄우고 잠이 드네 꿈을 꾸네 옛 이야기처럼 뿌연 창틀에 먼지처럼 오 가슴에 쌓이네 이젠 멀어진 그대 미소처럼 비바람이 없어도 봄은 오고 여름은 가고 오 그대여 눈물이 없어도 꽃은 피고 낙엽은 지네 오 내 남은 그리움 세월에 띄우고 잠이 드네 꿈을 꾸네 잠이 드네 꿈을 꾸네 펼치기
970	1991	어떤 이별	변진섭	1.그래 내 모습을 볼 순 없지만 더이상 어쩔 수 없는거야 영원한 꿈을 믿기엔 이젠너무 지쳐버렸지 생각하면 우린 많은 날들을 오히려 서로가 아파했어 가슴속 숨겨진 바램을 알기에는 우린 서로 너무도 어렸어 왜그렇게 내마음을 보이긴 싫었을까 사랑할 수 있는길은 가까운데 있는걸 참지못할 외로움을 알아버린 지금 남겨진건 내모습뿐 2.생각하면 우린 많은 날들을 오히려 서로가 아파했어 가슴속 숨겨진 바램을 알기에는 우린 서로 너무도 어렸어 왜그렇게 내마음을 보이긴 싫었을까 사랑할 수 있는길은 가까운데 있는걸 참지못할 외로움을 알아버린 지금 남겨진건 내모습뿐 왜그렇게 내마음을 보이긴 싫었을까 사랑할 수 있는길은 가까운데 있는걸 참지못할 외로움을 알아버린 지금 남겨진건 내모습뿐 왜그렇게 내마음을~ 펼치기
